# bg_essence.tsv - a essencia MECANICA de cada antecedente de PICKER_LIST["background"]
# (SPEC T764, T998, I105e, R8). Colunas: nome_EN <TAB> jogo <TAB> epoca <TAB> livro <TAB>
# pag impressa <TAB> resumo de 1 linha da mecanica.
#
# UMA LINHA POR (nome, livro). Um nome que aparece em 2 livros gera 2 linhas, e e a comparacao
# entre elas que decide o corte de I105e - a decisao sai DESTA tabela, nao de memoria (R8).
#
# A coluna `epoca` NASCEU em T998 (12o lote do user, 2026-09-07) e e o eixo NOVO: I105b cortava
# por JOGO e I105e corta por SENTIDO, com rotulo de EPOCA, de JOGO ou de LIVRO conforme o caso.
# epoca sai do livro: core/hh/anarch/bh/m20/w20/w20kin = Modern Nights, da/w20da = Dark Ages,
# m20va = Victorian Age, ca/camyth = Classical Age. Sao os mesmos 4 valores do combo `Era`
# (cboSheetTheme, WoD20.10.lfm), byte a byte - V453(b) mede isso.
#
# Medido em 2026-08-28 sobre os despejos -layout -enc UTF-8 de research/README.md (armadilhas
# 8 e 9), cortando na calha. Paginas sao IMPRESSAS.
#
# jogo: Vampire | Mage | Werewolf. E o eixo de I105b ("Origem = o jogo, nao o livro") - por isso
# core, da, hh, anarch e bh sao todos `Vampire` e nao geram homonimo entre si.
#
# 2a PASSADA, mesma data: o user pos `Mago/Mage - The Ascension` (o M20 EM INGLES, no lugar do
# M20.pdf PT) e a pasta `Werewolf/` inteira. As 27 linhas Mage foram REFEITAS sobre o livro
# ingles - e nao so o texto mudou de fonte, a PAGINA mudou: a edicao PT ordena a lista pelo nome
# PORTUGUES, entao `Library`/`Biblioteca` era p.309 no PT e e p.318 no EN. As paginas abaixo sao
# as do livro INGLES, que e o que I21 bloco 1 tem de imprimir.
#
# NAO HA MAIS BURACO DE FONTE. Os 5 nomes que a 1a passada deixou com `?` (Ancestors, Fetish,
# Kinfolk, Pure Breed, Rites) estao medidos em `w20` 135-140, e `Totem` agora tem os DOIS lados.
#
# ================ O CORTE DE I105e, TIRADO DESTA TABELA (T998, 2026-09-07) ================
#
# SUPERSEDE o bloco que estava aqui, que media o eixo-JOGO de I105b e fechava em 47 itens.
# O piso do corte e I105e(3): parte quando muda a ESCADA de pontos ou mudam os REFERENTES
# (o que os pontos compram) ou quando o livro imprime uma REGRA nova. Redacao diferente para
# a mesma escada, e degrau renomeado com cargo de epoca, NAO cortam.
#
# 7 nomes cortam. Uma vez cortado o nome, TODA epoca com fonte ganha item - I105e(6) - senao
# o rotulo mentiria sobre a epoca que o item cobre:
#
#   Generation  3 : (Classical Age) ca 156 - sem pontos = 11a geracao, escada 10a..6a
#                   (Dark Ages)     da 181 - sem pontos = 12a geracao, escada 11a..7a
#                   (Modern Nights) core 114 - sem pontos = 13a geracao, escada 12a..8a
#   Resources   4 : (Classical Age) ca 157 - especiarias, sal, terras, servos, titulo de Patricio
#                   (Dark Ages)     da 181 - ouro, dizimo, impostos, classe mercante
#                   (Modern Nights) core 115 - dinheiro, acoes, titulos, infraestrutura criminosa
#                   (Victorian Age) m20va 121 - escada propria Poor..Opulence
#   Influence   4 : (Classical Age) ca 157 - cursus honorum + REGRA `acima de 1 tem que ser Patricio`
#                   (Dark Ages)     da 181 - escala generica, igual a do core
#                   (Mage)          m20 316 - deferencia SOCIAL entre Adormecidos, rola como
#                                   parada (Manipulacao + Influencia), sobe ate 10 e CAI por ato
#                                   imprudente. Referente novo + 2 regras impressas novas (R155)
#                   (Modern Nights) core 114 - escala generica
#   Status      3 : (Hunters Hunted) hh 123 - a Society of Leopold, escada de Inquisidor
#                   (Mage)           m20 325 - respeito entre os DESPERTOS
#                   (Vampire)        core 118 - a comunidade KINDRED
#   Library     2 : (Hunters Hunted) hh 140 / (Mage) m20 318
#   Rank        2 : (Hunters Hunted) hh 134 / (Mage) m20 321
#   Requisitions 2: (Hunters Hunted) hh 134 / (Mage) m20 321
#   Totem       2 : (Mage) m20 326 / (Werewolf) w20 140   [ja era assim desde T764, R132]
#
# ==> LISTA FINAL: 59 itens + o vazio. Eram 47; as 7 familias acima ocupavam 8 e passam a 20.
#     (T998 fechou em 58; `Influence (Mage)` entrou em T1011, R155.)
#
# 3 CORTES QUE A MEDICAO RECUSOU, e o porque - para ninguem tentar de novo:
#
# a) `Status (Classical Age)` NAO existe. A escada do ca 159 e a do core 118 com cargo romano
#    no degrau, e a unica regra que parecia nova - `Caitiff nao compra Status na criacao` -
#    esta no core tambem (`Note that Caitiff characters may not purchase Status`, core p.118).
#    Cargo renomeado nao e referente novo. MEDIDO ao construir T998; SPEC R147 dizia que
#    cortava e esta ERRADA nesse ponto (divida de spec, ver HANDOFF).
# b) `Mentor` nao corta em epoca nenhuma. As 5 leituras (core 115, da 181, hh 140, m20 318,
#    w20 138) sao todas `um mais-velho que orienta, e o nivel e o poder dele`. O ca 157 poe
#    Imperator e Pater Patriae nos degraus - de novo, cargo renomeado.
# c) `Fame` nao corta. A reducao de dificuldade de cacada por ponto esta no core 114 E no
#    da 180 E no ca 156. A 1a leitura achou que era so do Dark Ages e estava errada.
#
# Os 8 nomes do ca que nao cortam entram na tabela mesmo assim (procedencia, V454) mas nao
# geram item: Allies, Alternate Identity, Contacts, Domain, Fame, Herd, Mentor, Retainers.
#
# 5 nomes que o m20va SO RESSALVA (logistica, paradigma, politica da Ordem da Razao) e nao
# redefine, entao nao viram linha: Enhancements, Secret Weapons, Backup, Library, Requisitions.
# So `Resources` ganha escada propria la (R140).
#
#
# ================ 2 ACHADOS QUE A MEDICAO TROUXE JUNTO ================
#
# a) O livro escreve `Artifact` e `Requisition` no SINGULAR (hh p.140 e p.134); a lista da ficha
#    usa o plural. O user DECIDIU manter o plural (2026-08-28) e a lista nao foi renomeada.
# b) hh p.122 traz 2 antecedentes que a lista nao carrega: `Mob` (comanda uma turba de 2 a 25
#    pessoas) e `Reliquary` (acesso a uma reliquia da Igreja; perde-la consome os pontos). W20
#    traz outros 2: `Fate` (w20 p.137) e `Spirit Heritage` (w20 p.139). Incluir qualquer um
#    seria alargar I105a, que so mandou entrar `Artifacts` - nao entraram.
#
nome_EN	jogo	epoca	livro	pag	essencia
Rank	Vampire	Modern Nights	hh	134	Position in a government agency's chain of command; the Rank difference is a Social bonus inside the agency and counts two dots lower outside it.
Rank	Mage	Modern Nights	m20	321	A title of some distinction among the masses - military rank, religious office, executive position.
Requisitions	Vampire	Modern Nights	hh	134	Printed `Requisition`, singular. A pool of equipment points per story equal to the dots; no single item above (Rank + 2), and surviving gear goes back at story's end.
Requisitions	Mage	Modern Nights	m20	321	The epic materiel a Technocratic operative can draw on, by chart of cost.
Resources	Vampire	Modern Nights	core	115	Assets you control - cash, property, investments, criminal infrastructure; dots buy holdings and monthly income.
Resources	Vampire	Dark Ages	da	181	Assets the character controls: gold, investments, property, commercial inventory.
Resources	Vampire	Modern Nights	hh	140	Arcanum trait: the society houses new members at about one dot; anything above that comes from family or another job.
Resources	Mage	Modern Nights	m20	322	Money made from magick, and the Syndicate's side of it; dots buy income and holdings.
Resources	Werewolf	Modern Nights	w20	138	Access to and control over valuable assets - cash at first, then investments and property as the rating climbs.
Retainers	Vampire	Modern Nights	core	116	Loyal servants and companions, often ghouls or repeatedly Dominated mortals; dots buy how many and how capable.
Retainers	Vampire	Dark Ages	da	182	Servants, assistants and steadfast companions, mostly ghouls.
Retainers	Vampire	Modern Nights	bh	50	Tal'Mahe'Ra variant: the ghoul servitors come from the three revenant lines that have served the sect for centuries.
Retainers	Mage	Modern Nights	m20	323	A faithful retainer who patches you up and covers the chores.
Rites	Werewolf	Modern Nights	w20	139	How many rites the character knows at the start of play; the rating is the count, not a level of skill.
Rituals	Vampire	Modern Nights	core	117	Sabbat only: knowledge of the ritae; without this Background a Pack Priest's ritae simply do not work.
Sanctum	Mage	Modern Nights	m20	323	A place to get away from the consensual reality that hinders your Arts; the Technocratic side is the Laboratory.
Secret Weapons	Mage	Modern Nights	m20	325	Access to Q Division experimental technology; a new device is issued on a roll against this Background.
Spies	Mage	Modern Nights	m20	325	Little birds in various nests keep you informed; the informants are not necessarily your friends.
Status	Vampire	Modern Nights	core	118	Standing in the local KINDRED community - Camarilla status runs from sire and bloodline, Sabbat status from pack and zeal.
Status	Vampire	Modern Nights	hh	123	Standing as an Inquisitor inside the SOCIETY OF LEOPOLD, earned by dedicated work or by a notable kill.
Status	Mage	Modern Nights	m20	325	Respect within your chosen AWAKENED group; at 4-5 dots it reaches allied groups and outside your faction.
Totem	Mage	Modern Nights	m20	326	A personal pact with a spirit helper, in the shamanic mold; each side of the pact gets something.
Totem	Werewolf	Modern Nights	w20	140	A PACK trait, not a personal one: the pack pools all the points into one totem spirit and shares what it grants.
Wonder	Mage	Modern Nights	m20	328	An item that carries Sphere Effects of its own - Talisman, Device, Fetish, Charm; the Storyteller sets form and function.
Resources	Mage	Victorian Age	m20va	121	Purchasing power inside industrialised societies, on a ladder of its own: Poor, Working Class, Established, Professional, Wealthy, Opulence; outside industrialised areas the Storyteller restates the trait in the story's own terms.
Resources	Werewolf	Dark Ages	w20da	56	Printed `Recursos`, PT. The V20 Dark Ages ladder word for word: gold, investments, property, commercial stock, taxes and land; Sufficient, Moderate, Comfortable, Rich, Extremely Rich.
Resources	Werewolf	Modern Nights	w20kin	55	The Garou trait with a Kinfolk note attached: the rating is also how much money the character can put behind her Garou relatives.
Allies	Vampire	Classical Age	ca	154	Printed `Aliados`, PT. The V20 Dark Ages ladder translated: one to five allies, one of them increasingly influential.
Alternate Identity	Vampire	Classical Age	ca	154	Printed `Identidade Alternativa`, PT. The same infiltration ladder as V20 Dark Ages p.179.
Contacts	Vampire	Classical Age	ca	155	Printed `Contatos`, PT. Same as V20 Dark Ages: roll the rating at difficulty 7 for minor contacts, one to five major ones.
Domain	Vampire	Classical Age	ca	155	Printed `Dominio`, PT. Same as V20 Dark Ages: feeding territory the Prince acknowledges, dots split between size and security.
Fame	Vampire	Classical Age	ca	156	Printed `Fama`, PT. Same as V20 core and Dark Ages, hunting-difficulty reduction included; only the examples turn Roman (performing for senators).
Generation	Vampire	Classical Age	ca	156	Printed `Geracao`, PT. No dots = ELEVENTH generation; the ladder runs Tenth (13 blood) to Sixth (30 blood, traits to 7).
Herd	Vampire	Classical Age	ca	157	Printed `Rebanho`, PT. The same 3/7/15/30/60 vessels as V20 core and Dark Ages.
Influence	Vampire	Classical Age	ca	157	Printed `Influencia`, PT. The ladder IS the cursus honorum - Tribune of the Plebs, Quaestor/Promagistrate, Princeps Senatus/Praetor, Aedile/Legate, Consul/Censor - and above Influence 1 the character must become a Patrician.
Mentor	Vampire	Classical Age	ca	157	Printed `Mentor`, PT. The V20 Dark Ages rungs with Roman offices on them (an Imperator's advisor, an Algoz or Immune, a Pater Patriae); no new rule.
Resources	Vampire	Classical Age	ca	157	Printed `Recursos`, PT. Roman economy: spices, salt, coin, land and the number of servants; the ladder buys plebeian housing, standing in the merchant class, a Patrician title and a villa of your own.
Retainers	Vampire	Classical Age	ca	159	Printed `Lacaios`, PT. Same as V20 core and Dark Ages: one to five loyal servants, mostly ghouls.
Status	Vampire	Classical Age	ca	159	Printed `Status`, PT. The V20 core trait with Roman rungs (Neonate/Scourge to Pater Patriae) - and the Caitiff bar is in core too (p.118) so nothing new is printed here.

# >>> BG_PICK_BEGIN  (gerado por research/resolve_bg_pick.ps1 - SPEC T765)
#
# QUAL linha vale quando um nome tem varias: primeiro o SUFIXO filtra (epoca -> coluna Epoca,
# jogo -> coluna Jogo, `Hunters Hunted` -> livro hh, SPEC I105e(1)); o que sobrar desempata
# pela precedencia de LIVRO
#   core > da > ca > hh > anarch > bh > camyth > m20 > m20va > w20 > w20da > w20kin
# A ficha e da linha VAMPIRO e mortal (SPEC G) entao o V20 core manda; o eixo Vampire vem
# antes na ordem que o research/README.md ja usa, e Mage e Werewolf so entram onde Vampire
# nao tem o traco. E ESTA tabela que T765/T998 le para o bloco 1 de I21 - nao a de cima, que
# tem uma linha por (nome, livro) e serviu para DECIDIR o corte de I105e.
#
# O bloco 2 de I21 imprime o nome do PICKER, nao o do livro: `Artifacts` e `Requisitions`
# ficam no plural por decisao do user 2026-08-28, e o livro escreve os dois no singular.
#
# colunas: item do picker <TAB> livro <TAB> pag impressa
#
Allies	core	111
Alternate Identity	core	111
Ancestors	w20	136
Arcane	m20	305
Armory	hh	37
Artifacts	hh	140
Avatar	m20	305
Backup	m20	306
Base of Operations	hh	38
Certification	m20	308
Chantry	m20	308
Contacts	core	112
Cult	m20	310
Demesne	m20	310
Destiny	m20	311
Domain	core	112
Dream	m20	312
Enhancement	m20	312
Fame	core	114
Familiar	m20	314
Fetish	w20	137
Generation (Classical Age)	ca	156
Generation (Dark Ages)	da	181
Generation (Modern Nights)	core	114
Guide	hh	39
Herd	core	114
Influence (Classical Age)	ca	157
Influence (Dark Ages)	da	181
Influence (Mage)	m20	316
Influence (Modern Nights)	core	114
Kinfolk	w20	138
Legend	m20	317
Library (Hunters Hunted)	hh	140
Library (Mage)	m20	318
Mentor	core	115
Node	m20	319
Past Lives	m20	320
Patron	m20	320
Pure Breed	w20	138
Rank (Hunters Hunted)	hh	134
Rank (Mage)	m20	321
Requisitions (Hunters Hunted)	hh	134
Requisitions (Mage)	m20	321
Resources (Classical Age)	ca	157
Resources (Dark Ages)	da	181
Resources (Modern Nights)	core	115
Resources (Victorian Age)	m20va	121
Retainers	core	116
Rites	w20	139
Rituals	core	117
Sanctum	m20	323
Secret Weapons	m20	325
Spies	m20	325
Status (Hunters Hunted)	hh	123
Status (Mage)	m20	325
Status (Vampire)	core	118
Totem (Mage)	m20	326
Totem (Werewolf)	w20	140
Wonder	m20	328
# <<< BG_PICK_END
