# clan_body_en.tsv - o CORPO em ingles de cada um dos 61 nomes de PICKER_LIST["clan"].
# GERADO por research/clan_extract.ps1 a partir do cache de texto dos livros em
# %TEMP%\wod_books_txt. Nao edite a mao: conserte o gerador e rode de novo.
#
# nome_picker<TAB>livro<TAB>pagina_impressa<TAB>corpo (com \n escapado)
#
# DUAS FONTES, porque o livro escreve as duas metades diferente:
#   13 do core (pp. 48..72, PARES): o TITULO e arte e nao esta na camada de texto, entao o
#     corpo e a pagina inteira ATE a linha Nickname:.
#   os outros 48: o titulo E uma linha de texto, entao o corpo vai do titulo ate o 1o rotulo
#     mecanico OU ate o titulo do proximo verbete, o que vier antes.
#
# 4 nomes nao saem do core: Gargoyles (Scout|Sentinel|Warrior) = lob p.36 (pinados) e
# Caitiff = anarch p.39.
#
# As paginas foram TODAS corrigidas em 1 na 176a rodada: $OFF e relativo ao INDICE 0-based e
# carregava o numero do PDF (1-based). O Caitiff perdeu 1075 chars alheios pela mesma revisao.
Tremere	core	68	In nights long lost to the passage of time, the Tremere existed, though they were something else. Those early Tremere then made a bargain — or wrought a spell, or any number of other harrowing methods attributed to the Clan — that changed them from what they had been into the vampires they are tonight. Some claim they stole the Curse of Caine from a torpid Antediluvian, or that they concocted the flawed immortality of the Kindred from the stolen vitae of other vampires. Such mysterious origins, which some describe as treacherous or even blasphemous, haunt the Tremere, as the other Clans look upon them with mistrust and suspicion. The history — and, indeed, the modern legacy — of the Tremere is one marked by Clan war, centuries-old grudges, and the stain of unwholesome mysteries long left unsolved.\nTonight, Clan Tremere is a Clan shaped by its practice of blood sorcery. A flexible Discipline, Thaumaturgy is heavily entrenched within the Tremere, and they maintain cultic havens known as chantries to study its uses and share secrets among each other. To the Tremere, blood is both sustenance and the source of mystical power; they gather in their witchhouses to further their understanding of the vitae that is such a focal point of their unlives.\nBeyond the practice of Thaumaturgy itself, the Warlocks are known for their close-knit hierarchy. They hail from the Old World, with an established power base in Vienna to which all members of the Clan answer to some degree. Although they may be one of the youngest Clans — in the terms with which deathless creatures like vampires measure time — they are as adept at the Jyhad as any Kindred. Beset by enemies who call them usurpers and backed by allies who may or may not defend the alliances they force, the Tremere have evolved to be self-sufficient. Indeed, many who eye them warily think they pos-\nsess too great an edge, with their flexible Discipline and protective Clan and chantry structure, and move against them both secretly and overtly.
Tzimisce	core	70	A blood moon casts a crimson light over the land beyond the forest and something fearsome howls its agony into the night. The Tzimisce call these lands their ancestral home. Since time out of mind the Fiends have been masters and lords of the domains of much of Eastern Europe. But theirs is a proud, selfish Clan for which tradition goes only so far despite their aristocratic origins. In fact, the Clan claims to have destroyed its Antediluvian, and in the wake of that momentous event, helped establish the foundations of the Sabbat.\nTzimisce practice a strange Discipline known as Vicissitude that allows them to twist the skin and bone of their victims. In many cases, they refine their fleshly arts by practicing upon themselves, but they just as frequently use it upon their lackeys and retainers, turning their boyars and szlachta into monstrous thralls. Vicissitude itself is a much misunderstood Discipline, and debates over its origins occasionally plunge the Clan into vicious partisan rivalries.\nClan Tzimisce is a Clan of extremes, and long, cold nights spent in remote castles have turned the Fiends’ perspectives both greatly inward and outward. Mystics of the Clan study a philosophy of metamorphosis, seeking to discover what lies beyond the state of vampirism. An alien attitude of spiritual secularism characterizes many Tzimisce. Young members of the Clan often find themselves detached from the historical role of the Fiends as terrifying landed lords, and throw themselves wholly into a cause of their own choice, whether as Sabbat zealots, fleshcrafted horrors, or transcendental koldun sorcerers.
Ventrue	core	72	Throughout history, while the other Clans have skulked about their petty intrigues, the Ventrue have curried favor with Caesar, whispered into the ear of Charlemagne, bankrolled the Age of Exploration, and even swayed policy in the Holy See. Theirs is a legacy of rulership, from Ventrue fledglings starting their climb to the top to the mightiest elders whose influence spans the world. Long have they played kingmaker in the shadows in the mortal world, and long have they been the Clan of Kings among the Kindred.\nOther Clans, of course, find all this insufferably pompous at best, punishably tedious at worst. Someone has to lead, surely, but why does it always have to be some long-winded, self-aggrandizing Ventrue? The Blue Bloods try to bear the criticism of their lessers with a sense of noblesse oblige — ever heavy hangs that head that wears the crown — but even the most munificent of Kindred leaders occasionally succumbs to tyranny and bloody rage.\nTonight, the Ventrue are a synthesis of the modern and the ancient, often in stark contrast within the Clan and among one another. Theirs is money of old, from the vaults of Croesus, but their young manipulate stock markets and influence\ncurrencies. Elders may command armies or even whole governments, while neonates conjure their assets from a website or smartphone app. But for all their wealth, their distinguished history, and their status among the Damned, each and every Ventrue must still seek that one resource that makes Kindred society egalitarian:\nprecious blood.
Baali	core	394	Even monsters have their bogeymen, and Kindred are no exception. Sires often attempt to keep neonates from growing drunk on their own power as vampires, and one method for doing so is to explain to them what sorts of twisted, evil power awaits them in the dark. The Baali are one such power.\nHistory — or legend, perhaps — claims that the childe of an Antediluvian made a pact with forces beyond human understanding in order to make war on the thirteen Clans. He took the name Baal-the-Destroyer, and he led his apostles against the Second City. The battle was terrible, and none caught in its wake were spared — Demon and Kindred alike perished. But the Baali and their unholy allies were routed and fled, and over the millennia, they faded from memory, to legend, to cautionary tale.\nThe Baali do still exist, though. The Inquisition weeded out the stupid and the careless, but left the clever and the patient. Some went into torpor, while others simply claimed membership in another Clan and begged for sanctuary. Now, in modern nights, the bloodline sees more concentrated activity than it has for centuries. Baali are explorers and seekers of secrets. They will do almost anything and sacrifice almost anyone to gain access to occult mysteries. They squander\nthe wealth they have accumulated, they make deals they cannot possible hope to live up to, and they do so with no apology and no attempt at excuse. They seem to know that they are in decline, and that their bloodline is disappearing into the mists of time.\nThe bloodline has enemies, after all. Infernalists — those who call up and worship demons — are one of the very few beings that can be called “common enemies” by most of the denizens of the World of Darkness, Kindred and otherwise.\nDespite their small numbers and host of enemies, the Baali are dangerous. They are not Faustian bargainers, looking for comfort or even knowledge. They do not wish to reign in Hell. They believe — they know — that the world is doomed. The End Times are here, and every sacrifice they make, every murder they incite, is one more chink in the dam holding back the deluge of blood called Gehenna. If they have to die to break that dam, so be it. They die knowing that what they do is what must be done.
Blood Brothers	core	396	The Blood Brothers are Kindred only in a very loose sense. They are Sabbat shock troops, created by Tremere and Tzimisce sorcerers in order for the Sword of Caine to have loyal soldiers that can still pass for human. The process of creation (for the Blood Brothers do not undergo an Embrace) washes away any individuality and personality, leaving only strong, savage, and near-mindless quasi-vampires.\nBlood Brothers are usually created in small groups of three to 10. These groups — called “circles” — become family units connected by a kind of hive mind. The Sabbat also usually arranges for a Tzimisce to fleshcraft the circle’s faces so that they are identical.\nThe Frankensteins are a secret weapon for the Sabbat for several reasons. The Sabbat finds that while the loyalty of the Blood Brothers is beyond reproach, they don’t possess much in the way of creativity. They aren’t capable of trickery, clever tactics, or improvisation, and unless another vampire can direct them in the field in real time (which isn’t impossible, given modern communication technology), they aren’t good for much beyond simple, direct missions. Second, they are difficult and risky to create. Creating a circle of Blood Brothers means killing half a dozen people. While the Sabbat doesn’t have a problem with that in itself, a pattern of disappearances can clue in mortal authorities and Camarilla watchers alike that the Sword of Caine is up to something.\nFinally, the Blood Brothers are more useful as a surprise attack, and survivors of those attacks run the risk of passing along knowledge of the Brothers’ weaknesses. Creating too many, even if it were possible or practical, would mean that eventually some Camarilla Tremere would figure out how to hurt them, or even how to reverse the magic that keeps them mindless, loyal, and useful. Some rumors say that this has already happened, but that the Tremere aren’t willing to share this knowledge with the Camarilla just yet.
Daughters of Cacophony	core	398	The Daughters of Cacophony emerged as a distinct bloodline sometime during the 19th century. Before that, of course, there were always Kindred who saw music and song as a way to remain sane. Kindred scholars believe that the Daughters sprang from the blood of either Clan Toreador (for their passionate artistic pursuit) or Malkavian (given their propensity for causing madness), but their supernatural powers point more toward Clan Ventrue. It’s something of a moot point,\nas the “first” Daughter of Cacophony is unknown. Regardless of their origins, the Sirens (as they are called in Kindred circles) are all singers, and the bloodline has always been predominantly female.\nIndeed, the Daughters of Cacophony base their unlives on song. They wander through eternity with music always in their ears, and that makes them seem unfocused or flighty to other Kindred. This is one of the reasons, along with their rarity, that neither major Sect of vampires considers them a threat or much more than a diversion. Individual Kindred, however, might have occasion to meet a Siren and wonder why it is that those who spend too much time listening to their songs always seemed changed by the experience.
Harbingers of Skulls	core	402	The Harbingers of Skulls are a small bloodline that emerged from the mists of the past and threw their lot in with the Sabbat. The Harbingers are alleged to all be elders, and frighteningly powerful. While their sudden appearance suggests a long bout of torpor, they don’t behave like recently-awakened vampires. Indeed, they claim they have been dead these past five centuries.\nThe Harbingers of Skulls resemble rotting corpses, much like the Samedi. Indeed, vampires that know of both bloodlines suggest a common origin, but since neither the Samedi nor the Harbingers discuss their origins publically, it’s just speculation.\nThe Harbingers have only been members of the Sabbat for a short time, but during that time they have made themselves invaluable. The Sword of Caine, lacking Giovanni members, has difficulty dealing with ghosts. This can lead to problematic hauntings, since the Sabbat kills enough people that ghostly visitation can become an issue. The Harbingers can exorcises these vengeful shades, or, better yet, turn them into incorporeal spies and slaves. And for all of this, the Harbingers ask nothing except for favors to be repaid at a later date.\nThe Sabbat, for its part, isn’t usually given to the favor-trading that one finds in the Camarilla, but what the Harbingers bring to the table is too valuable to miss. And besides, whether one believes the fairy tale about noble origins and “revenge on the traitorous moneylenders” that the Harbingers sometimes spin, their passion is palpable. That kind of murderous zeal is always welcome in the Sword of Caine.
Kiasyd	core	404	The Kiasyd are a bloodline of the Lasombra Clan; that much is obvious, given that these odd Kindred make use of the Obtenebration Discipline. But their aversion to iron, their odd power of Mytherceria, and their very appearance speak to even stranger ancestry.\nThe Kiasyd are independent, focused more on their studies than on the causes of the Sword of Caine. The ones that do claim membership in the Sabbat aren’t passionately involved in the Sect’s activities. Some speculate that the Lasombra hold some power over them — did the Keepers create the Kiasyd, the way the Tzimisce created the Blood Brothers? Do the Kiasyd, whatever their origin, owe the Lasombra some debt? Whatever the nature of their relationship, it seems to benefit the Sabbat.\nThe Kiasyd are, as a rule, calm and studious. They prefer to remain ensconced within their havens, poring over ancient texts, maps, artifacts, and other bits of antiquity. Other Kindred, it seems, can’t understand how a lineage of vampires that is so very strange could be nothing more than scholars. To hear the rumor-mill tell it, the Kiasyd can feed only on the blood of infants, or faeries, or unspoiled virgins. Their otherworldly heritage comes not from the Good Folk, but from demons and the forces of Hell. Their odd appearance isn’t because of mutation in their vitae, but a God-given warning: These are not Kindred. They are other.
Nagaraja	core	406	A bizarre bloodline of flesh-eating witches, the Nagaraja are legends, feared by Kindred on all sides of the Jyhad. As a result of their hideous appetites, the Nagaraja have been hunted to near extinction in the modern nights by political enemies and the ghosts upon whom they prey. A few of these vampires still prowl the darkness, however, continuing their subtle plans.\nAlthough not particularly forthcoming with their origins, the Nagaraja supposedly hail from the Middle East. They are associated with a death cult in that region that ritually consumed human flesh and opened gateways into the lands of the dead. How these cultists became vampires is lost to history, but those few Kindred that have met the Nagaraja have theories: maybe a wandering Giovanni trader Embraced them, perhaps they tried to follow in Tremere’s footsteps, or they could be the last surviving Cappadocians. The Nagaraja refuse to confirm or deny such speculations, however, so the truth and rumor continue to entwine around these mysterious Kindred.\nSome of the FleshEaters belong to a Sect of vampires called the Tal’Mahe’Ra or the “True Black Hand,” apparently distinct from the Black Hand of the Sabbat. What the Tal’Mahe’Ra is doing in the Deadlands isn’t clear, nor why they war with the Restless Dead, but their city in the Underworld is home to a number of the Nagaraja. Those in the land of the living are independent, now seeking to eke out whatever unlife they can.
Salubri	core	408	The Salubri were once a true Clan. Their Clan founder, Saulot, was said to be a superlative warrior as well as a fair-minded judge. It was also said that he grew progressively more disgusted with Kindred affairs over time, and weary of the constant, bloody cycles of violence and betrayal. He left his home for lands far to the east. When he returned, he was changed. He was tranquil and contemplative, but also somewhat fatalistic. Most surprisingly, though, he had developed a third eye in his forehead. Saulot Embraced new childer, and his Clan slowly split into two distinct lines — the “warrior” and “healer” Salubri. For centuries, they acted as advisors, bodyguards, and sages to other Kindred and, to a lesser extent, mortals.\nAnd then came the diablerie of Saulot.\nThe mages of the newly created Tremere line found Saulot’s torpid body, and drained his blood and soul. They usurped the power of the one of the Clans of Caine, and sent the Salubri into a downward spiral from which they never really recovered. Tonight, rumor has it that only seven members of the once-respected line exist at any given time.\nThe rumors die hard, however. Modern Kindred know of the Salubri as diablerists who consume their own sires (and do it openly — patricide is hardly unknown among the other Clans, but they don’t admit to it) and remove the souls of other Kindred. The Soulsuckers are, supposedly, a Clan of defilers and liars from centuries past, possibly involved with demon worship, and demonstrably part of the Sabbat (see Salubri antitribu, p. 431). They ask, quite reasonably, how the Salubri are able to achieve Golconda with any regularity. They wonder how any line can sustain itself with so few members. And, finally, they pose this question: even if these first two notions are taken as given, why would the Salubri need to submit to diablerie? Why do their childer need to consume their sires’ souls, if not for some defect in the bloodline itself?
Samedi	core	410	If the Nosferatu are repulsive and the Harbingers of Skulls are hideous, a word hasn’t yet been invented to describe the Samedi. Resembling nothing so much as walking, rotting corpses, these odd vampires take their name and their origin from the Caribbean and the religion of vodoun (popularly known as voodoo). Baron\nSamedi, in legend, was a loa of death and ancestor worship. The vampires that bear his name and visage (for Samedi is often portrayed as a corpse, albeit not one so disgusting as the Stiffs) also often share his rude, blunt demeanor. In fact, a vampire going by the name of “Baron Samedi” seems to be the founder, or at least the oldest extant member, of the bloodline.\nThe Samedi might seem to be an offshoot of the Nosferatu, but their powers of Thanatosis — a Discipline dedicated to manipulating dead flesh — speak of a connection to the Giovanni or their doomed predecessors, the Cappadocians. If that is the case, though, the Samedi and the Giovanni went their separate ways long ago, for neither has anything good to say about the other. The reason for this enmity is not something that members of either line discuss in public, but the Giovanni apparently have a history with Baron Samedi himself. The Baron, still active in the bloodline’s affairs, refuses to discuss the “deal” that he had with Augustus Giovanni, but it must have been something of gravity for the mutual dislike to persist.\nSamedi take the roles of enforcers and assassins in Kindred society. They don’t do it on ideological grounds, like the Assamites, and thus they find\nwork with Kindred who want to get what they paid for. The Samedi do not take\ncontracts against Nosferatu or, strangely, Giovanni Kindred without a heavy fee, speaking to some\nregard or fear of these Clans. As with so many other facts about their line, the Samedi have nothing to say on the matter.
