# road_sins_pt.tsv - a metade PT da tabela de pecados (T931, I141c, V210). TRADUCAO A MAO -
# nao ha gerador para ela, exatamente como bg_body_pt.tsv de T765 e arch_body_pt.tsv de T838.
#
# tid<TAB>score<TAB>minimum_wrongdoing_pt<TAB>rationale_pt
#
# Casa por (tid, score) contra o EN ja resolvido (raw + overrides). Linha que falta aqui sai no
# .lua como ((FALTA pt <tid>|<score>)) e o gerador conta no fim - nao ha metade calada.
#
# ⚠ O CABECALHO deste arquivo e ASCII e o DADO NAO E: a coluna traduzida leva acento de verdade,
#   como bg_body_pt.tsv ja faz. Texto que o jogador le sem acento e defeito, nao economia.
#
# TERMOS, medidos nos modulos PT que ja existem e nao escolhidos aqui:
#   Kindred -> Membro · Beast -> Besta · frenzy -> frenesi · Rotschreck -> Rötschreck
#   Cainite -> Cainita · vitae -> vitae · Willpower -> Forca de Vontade · Amaranth -> Amaranto
#   diablerize -> diablerizar · Path -> Trilha · Road -> Caminho (o mapa PT do WoD20.6.lfm)
#
# ⚠ V34 proibe "magia menor"/"mago menor" no .lua inteiro - conferir o texto ANTES do gate.
# ⚠ Tabela de FILHA no da e de 2 COLUNAS: rationale vazia e o LIVRO, nao buraco de traducao.
bh:54:1	10	Deixar de cavalgar a onda em frenesi	O coração da Besta predileta de Abel lhe foi dado pelo Altíssimo. A voz dela é sagrada, e desatar sua divindade protege os anjos dele do assalto.
bh:54:1	9	Deixar de estancar a influência da religião institucionalizada	Ao longo da história, o enganador, Lúcifer, torceu a fé e vestiu a propagação da ignorância, do fanatismo, da ilusão, da ganância e do caos com a hipocrisia da religião. É dever dos Molochim pastorear o rebanho de Caim.
bh:54:1	8	Alimentar-se dos filhos de Sete	Reclame o sangue de Abel em vingança dos construtores, os filhos de Caim. Quem vive em harmonia com a Criação na natureza não está sujeito à retribuição do Altíssimo.
bh:54:1	7	Não buscar ativamente o conhecimento seguro da feitiçaria e do demoníaco	Conhece o teu inimigo. Ignorância é escuridão, e a escuridão é onde o infernal se esconde. A feitiçaria de sangue é o sacramento no arsenal contra a atrocidade.
bh:54:1	6	Recusar a oportunidade de converter aqueles que buscam redenção	Quanto maior a colmeia, maior o enxame. Quem encarou o infernal é uma vespa sem Ninho à espera de salvação. Prenda-os pelo sangue e liberte-os quando encontrarem abrigo
bh:54:1	5	Recusar-se a cantar uma canção de ninar aos adormecidos	Os sonhos dos adormecidos se alimentam da devastação e do estrago lançados sobre a Criação. Sem combustível, os adormecidos desviam a atenção do sonho e buscam despertar.
bh:54:1	4	Não ser seletivo numa canção de ninar	Destruição sem rumo, que não sirva de adubo para uma Criação nova brotar, não é melhor que um adormecido desperto. Pastoreie a Criação pela aplicação estratégica da violência e do sofrimento.
bh:54:1	3	Deixar de escravizar ou extinguir o demoníaco	O Altíssimo condenou Lúcifer e seus filhos; a existência deles está perdida.
bh:54:1	2	Deixar de purgar o infernal	Cada vez que o nome de um adormecido é pronunciado, e cada alma perdida para o demoníaco, desperta um pouco os adormecidos do sonho.
bh:54:1	1	Deixar de formar Ninho	A independência é o portão do infernal; Lúcifer ataca primeiro quem está sozinho. A união é a força da colmeia, o isolamento enfraquece o enxame. Ao deixar um Ninho, encontre outro.
bh:57:1	10	Deixar de adquirir conhecimento que esteja disponível com segurança e facilidade	O conhecimento é a nascente da verdade; nunca se sabe o bastante.
bh:57:1	9	Empenhar-se em qualquer ação sem propósito	Não desperdice esforço no que não o engrandece.
bh:57:1	8	Sacrificar quando o ganho é menor	Uma vitória que custa mais do que rende não traz benefício algum.
bh:57:1	7	Depender de outros	Suas ações são as únicas que você pode prever com certeza absoluta.
bh:57:1	6	Fazer suposições	Sem clareza, o erro se esconde na névoa do dado não examinado.
bh:57:1	5	Agir precipitadamente	Não se aprende com a ação indiscriminada. Observe, pense, calcule, pondere, e só então aja.
bh:57:1	4	Falar falsamente	A verdade é uma bala. Sem confiança, a verdade não tem arma.
bh:57:1	3	Cair em frenesi ou Rötschreck	O descuido é perigoso. Você não controla as ameaças que deixa de ver quando não está objetivo. Quem não domina a si mesmo não tem defesa contra quem queira dominá-lo.
bh:57:1	2	Tomar decisões com base na emoção	Os impulsos da emoção são palavras da Besta, não suas. Purgue-os.
bh:57:1	1	Reconhecer as próprias emoções	A Besta sente. Você não. Negue a Besta e ela definha.
bh:59:1	10	Aceitar tudo	Uma tigela cheia até a borda transborda.
bh:59:1	9	Não aceitar nada	Afie demais a faca e ela quebra.
bh:59:1	8	Preguiça	Uma formiga em movimento faz mais que um elefante adormecido.
bh:59:1	7	Interferir no universo	Para liderar, caminhe atrás.
bh:59:1	6	Conter a Besta	A luta gera conflito e o tira do alinhamento consigo mesmo.
bh:59:1	5	Deixar de tratar os outros como gostaria de ser tratado	Até um mestre precisa ser questionado.
bh:59:1	4	Permitir que o universo interfira em você	Só você controla suas ações.
bh:59:1	3	Excesso de confiança	Para conhecer a força, domine a fraqueza.
bh:59:1	2	Não rejeitar nada	A água é mais suave e mais flexível que qualquer coisa, e ainda assim nada lhe resiste.
bh:59:1	1	Rejeitar tudo	Quem não muda de direção sempre chega aonde estava indo.
core:312:1	10	Pensamentos egoístas
core:312:1	9	Pequenos atos egoístas
core:312:1	8	Ferir alguém (por acidente ou não)
core:312:1	7	Furto
core:312:1	6	Violação acidental (drenar uma vítima até o fim por inanição)
core:312:1	5	Dano material intencional
core:312:1	4	Violação passional (homicídio culposo, matar uma vítima em frenesi)
core:312:1	3	Violação premeditada (assassinato deliberado, exsanguinação saboreada)
core:312:1	2	Violação casual (matar sem pensar, alimentar-se além da saciedade)
core:312:1	1	Perversão absoluta ou atos hediondos
core:317:1	10	Matar um mortal para se sustentar	O sangue humano nutre o corpo, mas o assassinato dos menores é veneno para a alma.
core:317:1	9	Quebrar a palavra de honra dada a um irmão de Clã	A solidariedade é importante para a causa sagrada dos Assamitas.
core:317:1	8	Recusar-se a oferecer a um não-Assamita a chance de se converter	Os filhos de Khayyin são amaldiçoados e precisam ser salvos.
core:317:1	7	Deixar de destruir um Membro impenitente de fora do Clã	Quem não aceita os ensinamentos de Haqim perde o direito à sua não-vida.
core:317:1	6	Sucumbir ao frenesi	Haqim ensina a ascensão, não a indulgência.
core:317:1	5	Deixar de perseguir o saber sobre Khayyin	Para se opor aos inimigos com êxito, é preciso aprender tudo sobre eles.
core:317:1	4	Deixar de exigir sangue como pagamento	Outros membros do Clã podem se beneficiar dessa vitae, por mais diluída que esteja.
core:317:1	3	Recusar ajuda a um membro mais avançado da Trilha	Agir por egoísmo é cair nas armadilhas do peão de Khayyin.
core:317:1	2	Deixar de pagar o dízimo de sangue	Haqim decretou isto como primordial para a causa de seus filhos.
core:317:1	1	Agir contra outro Assamita	Isto é traição à Trilha e ao Clã.
core:319:1	10	Demonstrar medo da morte	O medo impede o aprendizado.
core:319:1	9	Deixar de estudar uma ocorrência de morte	Recusar-se a aprender é recusar-se a compreender.
core:319:1	8	Matar acidentalmente	Não há oportunidade de obter discernimento.
core:319:1	7	Adiar a alimentação quando faminto	Negar a si mesmo não serve a propósito maior nenhum.
core:319:1	6	Sucumbir ao frenesi	A Besta é irracional, e a emoção pouco contribui para o entendimento.
core:319:1	5	Recusar-se a matar quando surge a oportunidade	A experimentação comprova a teoria, e sem prova não há conclusão.
core:319:1	4	Tomar uma decisão pela emoção em vez da lógica	Vampiros estão mortos; suas emoções também.
core:319:1	3	Incomodar-se em benefício de outro	A morte é inevitável; que sentido tem aliviar o desconforto de um condenado?
core:319:1	2	Impedir uma morte sem necessidade	Não se deve impedir o ciclo, e sim aprender com ele.
core:319:1	1	Impedir ativamente uma morte	Laços emocionais assim convêm a humanos, não a Membros.
core:322:1	10	Deixar de pesquisar ou estudar todas as noites, sejam quais forem as circunstâncias	A busca pela verdade exige dedicação.
core:322:1	9	Deixar de instruir outros vampiros na Trilha de Caim	Todo vampiro precisa ter a chance de explorar seu potencial.
core:322:1	8	Fazer amizade com mortais ou conviver com eles	Caim foi separado dos mortais, como todo vampiro deveria ser.
core:322:1	7	Faltar com respeito a outros estudiosos de Caim	Todos os Filhos de Caim merecem o respeito devido à sua herança, desde que se esforcem para compreender a si mesmos.
core:322:1	6	Deixar de cavalgar a onda em frenesi	Dirija a Besta; não seja dirigido por ela.
core:322:1	5	Sucumbir ao Rötschreck	Domine seu medo. O terror é para seres menores.
core:322:1	4	Deixar de diablerizar um vampiro "humano"	Quem não explora o próprio potencial perde esse potencial.
core:322:1	3	Deixar de testar regularmente os limites de habilidades e Disciplinas	Desenvolva suas capacidades até o limite para discernir sua verdadeira natureza.
core:322:1	2	Deixar de buscar o saber sobre o vampirismo quando surge a oportunidade	Cada fragmento de conhecimento acrescenta uma peça ao enigma da existência morta-viva.
core:322:1	1	Negar as necessidades vampíricas (recusando-se a se alimentar, demonstrando compaixão ou deixando de aprender sobre as próprias capacidades vampíricas)	Para ser vampiro, é preciso satisfazer as necessidades de um vampiro.
core:324:1	10	Exercer moderação	O propósito de cada um é o excesso, não a moderação.
core:324:1	9	Demonstrar confiança	Use ou seja usado.
core:324:1	8	Deixar de transmitir a Maldição aos apaixonadamente perversos ou virtuosos	Os depravados servem melhor ao mal como vampiros; os virtuosos podem ser vencidos pela Maldição.
core:324:1	7	Deixar de cavalgar a onda em frenesi	Tanto a Besta quanto o eu superior precisam ser satisfeitos.
core:324:1	6	Agir contra outro Albigense	Quem partilha um propósito deve cumpri-lo, não brigar entre si.
core:324:1	5	Matar por paixão	O assassinato não alcança fim maior; homens mortos não podem manchar a própria alma.
core:324:1	4	Sacrificar a satisfação pela conveniência alheia	Promova os prazeres da carne, não conquistas altruístas.
core:324:1	3	Abster-se da indulgência	O mundo material é lugar para a gratificação da carne.
core:324:1	2	Matar arbitrariamente	Matar um mortal impede que ele conquiste a própria condenação.
core:324:1	1	Incentivar outros a exercer moderação	Vampiros são criaturas do mal; o propósito do vampiro é corromper, não salvar.
core:326:1	10	Caçar com meios que não sejam seus próprios poderes vampíricos	O caçador perfeito não precisa de ferramentas.
core:326:1	9	Envolver-se em política	Disputas políticas não rendem sustento.
core:326:1	8	Permanecer diante do fogo ou da luz do sol, exceto para matar um inimigo	Não há sentido em cortejar a Morte Final.
core:326:1	7	Agir com crueldade excessiva	A morte é natural; alimentar-se é natural. Tortura e crueldade não são.
core:326:1	6	Deixar de caçar quando faminto	O propósito do vampiro é alimentar-se.
core:326:1	5	Deixar de apoiar sua matilha ou seus aliados	Ampare sua família e ela o amparará.
core:326:1	4	Matar sem necessidade	De uma vítima morta não se pode beber de novo.
core:326:1	3	Deixar de seguir os próprios instintos	O instinto é a base da natureza predatória.
core:326:1	2	Matar uma criatura por outro motivo que não a sobrevivência	O propósito de uma morte é o sustento.
core:326:1	1	Recusar-se a matar para sobreviver	Vampiros são caçadores; todo o resto é caça.
core:328:1	10	Deixar de sustentar todos os preceitos do seu grupo	O verdadeiro dever para com uma causa exige caráter impecável.
core:328:1	9	Deixar de oferecer hospitalidade aos seus aliados	Hospitalidade e generosidade são a riqueza da alma.
core:328:1	8	Associar-se aos desonrados	Sirva de exemplo, mas não se deixe arrastar para a mesquinhez.
core:328:1	7	Deixar de participar dos rituais do seu grupo	Tradição e ritual são partes importantes da herança.
core:328:1	6	Desobedecer ao seu líder	A lealdade é a pedra angular da hierarquia.
core:328:1	5	Deixar de proteger seus aliados	Defenda quem é digno da sua estima.
core:328:1	4	Colocar interesses pessoais acima do dever	O dever é o propósito do vampiro.
core:328:1	3	Demonstrar covardia	A honra está em lutar por uma causa, não em fugir dela.
core:328:1	2	Matar sem motivo	A vida e a morte cabem a Deus decretar.
core:328:1	1	Quebrar sua palavra ou seu juramento; deixar de honrar um acordo	Quebrar o próprio juramento é ficar sem a honra que define a existência.
core:330:1	10	Alimentar-se assim que sente fome	A privação e a fome ensinaram Lilith a sobreviver.
core:330:1	9	Buscar riqueza ou poder temporal	A verdadeira riqueza vem de dentro, não do dinheiro ou da influência.
core:330:1	8	Não corrigir os erros alheios a respeito de Caim e Lilith	Caim foi um assassino, um traidor e um tolo que não merece reverência.
core:330:1	7	Sentir remorso por causar dor a alguém	A dor e o sofrimento ajudam os outros a aprender e crescer.
core:330:1	6	Deixar de participar de um ritual Bahari	Os rituais transmitidos ao longo do tempo guardam pistas do despertar.
core:330:1	5	Temer a morte	A morte é apenas uma mudança inevitável para uma nova forma de existência.
core:330:1	4	Matar um ser vivo ou morto-vivo	A morte nega a alguém a chance de transcender.
core:330:1	3	Não buscar os ensinamentos de Lilith	Lilith escondeu suas obras em muitos lugares; é preciso encontrá-las.
core:330:1	2	Deixar de dispensar dor e angústia	Seja mestre por meio da dor.
core:330:1	1	Fugir da dor	Só pela dor renascemos. Fugir da dor é abraçar a ignorância.

core:332:1	10	Adiar a alimentação quando faminto	A fome causa distração.
core:332:1	9	Entregar-se ao prazer	O hedonismo desvia de fins mais altos.
core:332:1	8	Pedir conhecimento a outrem	As lições da Metamorfose são segredos que precisam ser descobertos, não copiados.
core:332:1	7	Partilhar conhecimento com outrem	O conhecimento precisa ser aprendido, não simplesmente ilustrado.
core:332:1	6	Recusar-se a matar quando disso se pode obter conhecimento	Antes de transcender a morte, o Metamorfista precisa compreendê-la.
core:332:1	5	Deixar de cavalgar um frenesi	Um Membro precisa conhecer a Besta para transcendê-la.
core:332:1	4	Levar em conta as necessidades alheias	Quem não se dá ao trabalho de alcançar a Metamorfose está abaixo da sua atenção.
core:332:1	3	Deixar de experimentar, mesmo com risco para si	A Trilha só pode ser compreendida pela pesquisa empírica.
core:332:1	2	Negligenciar a alteração do próprio corpo	A mudança física precisa ser alcançada antes de qualquer metamorfose mais significativa.
core:332:1	1	Demonstrar compaixão pelos outros	O destino alheio arrasta você para a involução, não para a transcendência.
core:334:1	10	Matar um mortal por alimento	Mortais mortos não sentem pavor.
core:334:1	9	Agir no interesse de outro	Não há tempo para cumprir agendas mesquinhas.
core:334:1	8	Deixar de ser inovador nas próprias depredações	A familiaridade com seus atos vis gera desprezo por eles nos outros, e logo eles podem deixar de chocar.
core:334:1	7	Pedir ajuda a outrem	Quem não consegue prover a si mesmo cumpre mal seus fins.
core:334:1	6	Matar acidentalmente	Deus fez dos Membros horrores, não assassinos.
core:334:1	5	Curvar-se à vontade de outro Membro	Os jogos da Jyhad são desvios do verdadeiro propósito dos Condenados.
core:334:1	4	Matar intencionalmente ou por paixão	A morte não serve a ninguém; apenas priva você de uma vítima.
core:334:1	3	Ajudar outrem	A compaixão não tem lugar no coração morto-vivo de um vampiro.
core:334:1	2	Aceitar a alegação de superioridade de outro	Todos os Membros são iguais sob o plano de Deus.
core:334:1	1	Arrepender-se do próprio comportamento	O propósito do Membro é causar arrependimento, não praticá-lo.
core:336:1	10	Abraçar uma mulher	Mulheres devem ser portadoras da vida, não da morte.
core:336:1	9	Abraçar fora da jati	A maioria dos outros não compreende a profundidade da filosofia do Paradoxo.
core:336:1	8	Destruir outro Shilmulo	A caridade não começa em casa, como se costuma crer.
core:336:1	7	Matar um mortal para se sustentar	A morte rouba de uma pessoa a capacidade de cumprir seu svadharma.
core:336:1	6	Deixar de destruir um vampiro de outra Trilha	Quem não enxerga o caminho verdadeiro deve ser devolvido a um papel produtivo no ciclo.
core:336:1	5	Matar um mortal por motivos que não a sobrevivência	Uma pessoa pode ainda não ter cumprido seu svadharma, e impedir isso é anátema.
core:336:1	4	Deixar de auxiliar o svadharma de outrem	Os deuses estabeleceram isto como o propósito do Shilmulo.
core:336:1	3	Permitir que assuntos da sua Seita tenham precedência sobre o seu dharma	Sua lealdade deve ser aos deuses, não aos seus companheiros.
core:336:1	2	Tornar-se preso pelo vínculo de sangue	Nunca se pode destruir o próprio regente, e é este o propósito inteiro desta Trilha.
core:336:1	1	Abraçar sem necessidade ou por desejo pessoal	É preciso devolver os outros ao ciclo, não retirá-los dele.
core:338:1	10	Negar responsabilidade pelos próprios atos	Abandonar a responsabilidade é falhar em liderar como se deve.
core:338:1	9	Tratar mal seus subordinados	Recompense a competência como incentivo, mas faça-o com parcimônia.
core:338:1	8	Deixar de respeitar seus superiores	Dê o respeito devido, para que possa aprender algo em troca.
core:338:1	7	Ajudar os outros quando não é vantajoso para você	Sempre obtenha algo de suas ações.
core:338:1	6	Aceitar a derrota	Vença, ou morra.
core:338:1	5	Deixar de matar quando é do seu interesse	Não hesite em eliminar quem se puser contra você.
core:338:1	4	Submeter-se ao erro alheio	Esteja certo e será justificado. Siga um tolo e sofrerá por isso.
core:338:1	3	Não usar as ferramentas mais eficazes de controle	O poder precisa ser tomado. Seja de punho de ferro e resoluto.
core:338:1	2	Não punir o fracasso	O fracasso só instrui quando usado como exemplo negativo.
core:338:1	1	Recusar a oportunidade de obter poder	O poder pessoal é o meio para todos os fins.
core:340:1	10	Buscar as próprias indulgências em vez das de outrem	O deslize para o vício é ferramenta, não recreação.
core:340:1	9	Recusar ajuda a outro seguidor da Trilha	Equipes trabalham mais eficientemente que indivíduos para erguer Set.
core:340:1	8	Deixar de destruir um vampiro em Golconda	Quem transcendeu os próprios desejos não pode ser dominado.
core:340:1	7	Deixar de observar o ritual religioso Setita	Você não deve negar a Set o que lhe é devido.
core:340:1	6	Deixar de solapar a ordem social vigente em favor dos Setitas	Os outros Membros não têm propósito ou estão iludidos, e essa indolência atrasa o retorno de Set.
core:340:1	5	Deixar de fazer o que for preciso para corromper outrem	Quanto mais indivíduos em dívida com os Setitas, melhor.
core:340:1	4	Deixar de buscar o conhecimento arcano	Os mistérios da ressurreição de Set podem estar escondidos em qualquer lugar.
core:340:1	3	Obstruir os esforços de outro Setita	As fileiras dos justos não são lugar para disputas mesquinhas de poder.
core:340:1	2	Deixar de tirar proveito da fraqueza alheia	A compaixão não tem lugar nos planos maiores de Set.
core:340:1	1	Recusar-se a ajudar na ressurreição de Set	Isso é coisa de descrentes.
da:116:1	10	Arriscar a própria vida	A sobrevivência está acima de tudo.
da:116:1	9	Reconhecer um líder	Não existe "nós", só "eu".
da:116:1	8	Matar por prazer	Nunca desperdice.
da:116:1	7	Escolher viver na ordem em vez do caos	A civilização o amolece.
da:116:1	6	Crueldade por prazer	Crueldade é energia desperdiçada.
da:116:1	5	Fazer algo em troca de nada	Caridade não alimenta a Besta.
da:116:1	4	Deixar de matar quando a sobrevivência está em jogo	Se for você ou eles, tem de ser você.
da:116:1	3	Não proteger o que é seu	Torne seu, mantenha seu.
da:116:1	2	Não ter nada que seja seu	Marque seu território, marque seu povo, marque seu rebanho.
da:116:1	1	Recusar-se a alimentar quando faminto	Não há equilíbrio quando a Besta é negada.
da:118:1	3	Deixar de explorar	Você não pode saber o que há depois da esquina se não for olhar.
da:118:1	2	Reconhecer laços com uma terra ou um povo	Rejeite os títulos deles e as tentativas de domesticá-lo.
da:118:2	8	Deixar de expor alguém a uma verdade dura	A libertação pertence a todos.
da:118:2	6	Buscar conforto na cidade em vez de desmontá-la	Se torna sua vida mais fácil, o torna mais fraco. Destrua isso.
da:118:2	1	Fortalecer a tirania	Você cria libertação, queiram eles ou não.
da:118:3	8	Ignorar ameaças em potencial à sua caçada.	Outros tentarão limitar seus direitos de caça. Não deixe.
da:118:3	7	Agir sem um plano	Um Caçador descuidado já fracassou antes de começar.
da:118:3	2	Caçar sem preparação ritual	A Caçada é a única coisa sagrada.
da:120:1	10	Deixar de manter um estado de pureza ritual	E sereis para mim homens santos.
da:120:1	9	Contato desnecessário com não-judeus	O povo precisa ser protegido.
da:120:1	8	Deixar de encontrar uma autoridade rabínica que decida por você, e de obedecer a essas decisões	Onde quer que haja profanação do nome de Deus, não se mostra respeito ao rabino.
da:120:1	7	Deixar de obedecer às leis e aos costumes da comunidade judaica local	As necessidades espirituais do indivíduo só podem ser atendidas pela comunidade.
da:120:1	6	Deixar de manter vínculo com uma comunidade judaica local	Judeus não podem existir isolados.
da:120:1	5	Beber sangue não permitido	Pois a vida da carne está no sangue.
da:120:1	4	Adorar ídolos	Ouve, ó Israel, Deus é Um.
da:120:1	3	Cometer violência sexual	É pior injustiçar um semelhante do que injustiçar a Deus.
da:120:1	2	Assassinato	Quem derramar o sangue do homem, pelo homem terá o seu sangue derramado.
da:120:1	1	Pôr em risco a comunidade judaica	Não te porás de lado diante do sangue do teu próximo.
da:120:2	10	Deixar de denunciar a corrupção e o pecado	Basta ao mal, para triunfar, a inação dos justos.
da:120:2	9	Agir por orgulho, avareza, luxúria ou outro impulso pecaminoso	O caminho até a Besta é pavimentado de pecado.
da:120:2	8	Dar falso testemunho	Língua mentirosa é odiosa aos olhos do Senhor.
da:120:2	7	Causar dano a uma pessoa piedosa	Deus protege os inocentes.
da:120:2	6	Alimentar-se de um inocente sem permissão	Corromper o inocente é pecado grave.
da:120:2	5	Blasfêmia ou heresia em palavra ou ato	A blasfêmia é pecado contra Deus.
da:120:2	4	Assassinato de inocentes	Não matarás, diz o Senhor.
da:120:2	3	Adorar falsos ídolos	Não terás outros deuses diante de mim.
da:120:2	2	Auxiliar demônios ou o mal sobrenatural	É dever dos justos ferir os ímpios.
da:120:2	1	Deixar de espalhar o Evangelho de Cristo	É dever de todo cristão espalhar a boa nova de Nosso Senhor
da:121:1	10	Deixar de honrar seus mais velhos	Não lhes dirijas palavra de desprezo, mas fala-lhes com honra.
da:121:1	9	Deixar de cuidar dos indefesos	Todo poder é dádiva de Deus.
da:121:1	8	Ser desonesto ou injusto no trato com os outros	Dá a medida cheia e pesa com balança justa.
da:121:1	7	Quebrar uma promessa	Todo pacto será inquirido no Dia do Ajuste de Contas.
da:121:1	6	Jactância ou arrogância	Bem-aventurados os que se humilham nas preces.
da:121:1	5	Alimentar-se de um não-muçulmano	Ele proibiu aquilo que foi imolado a qualquer outro deus.
da:121:1	4	Matar injustamente	Nem tires a vida — que Allah fez sagrada — por causa injusta.
da:121:1	3	Reconhecer qualquer deus além de Allah (e Maomé é Seu Profeta)	Não tomes junto a Allah outro objeto de adoração.
da:121:1	2	Romper a unidade do Islã	Vós, muçulmanos, sois a melhor nação surgida para a Humanidade.
da:121:1	1	Deixar de submeter-se à vontade de Allah tal como revelada por seu Profeta e pela revelação	Só Deus possui todo poder e toda glória.
da:123:1	10	Pensamentos egoístas	Se pode ser pensado, pode ser feito.
da:123:1	9	Pequenos atos egoístas	Pôr-se em primeiro lugar deixa a Besta entrar.
da:123:1	8	Ferir outra pessoa	Acidental ou não, ainda há sangue em suas mãos.
da:123:1	7	Furto	Só um animal toma sem pensar nas consequências
da:123:1	6	Violação acidental de outrem	A humanidade é uma condição partilhada; o sofrimento dele é o seu.
da:123:1	5	Destruição gratuita	Você é uma pessoa ou um animal?
da:123:1	4	Violação passional de outrem	A paixão por trás da violência é o sussurro da Besta.
da:123:1	3	Violação premeditada de outrem	Ser tão frio é rejeitar o calor da humanidade.
da:123:1	2	Violação casual de outrem	Até animais selvagens sabem melhor.
da:123:1	1	Os atos mais monstruosos e vis	Você é uma pessoa ou um monstro?
da:123:2	10	Permitir-se pensar ou agir como um vampiro
da:123:2	7	Deixar conscientemente um humano sofrer
da:123:2	1	Passar uma noite sem contato humano
da:124:1	7	Destruição acidental de propriedade pública
da:124:1	4	Furto
da:124:1	1	Genocídio ou qualquer ação que acabe com a capacidade de uma comunidade crescer e prosperar
da:125:1	10	Permanecer em qualquer lugar que não o faça avançar em sua jornada
da:125:1	7	Qualquer ato que impeça um Cainita de seguir a jornada que você começou.
da:125:1	1	Deixar a verdadeira escuridão entrar, para sufocar a luz. Aceitar o Mal.
da:126:1	10	Abrir mão do seu dever	Quem não mantém suas responsabilidades costuma perdê-las.
da:126:1	9	Tratar um igual com desrespeito	É preciso dar respeito para recebê-lo dos outros.
da:126:1	8	Colocar desejos pessoais acima do dever	Um líder deve fazer o melhor para muitos, não para um só.
da:126:1	7	Tratar um inferior como igual	Cada um deve conhecer o seu lugar, inclusive você.
da:126:1	6	Matar sem propósito	Demonstrações de poder devem inspirar medo ou respeito.
da:126:1	5	Demonstrar fraqueza diante de inferiores	Um líder precisa ser forte o tempo todo.
da:126:1	4	Deixar de responder a um desafio à sua honra	Honra e reputação são tudo.
da:126:1	3	Tratar seu superior com desrespeito	Aos superiores deve ser dado o respeito que lhes é devido.
da:126:1	2	Quebrar sua palavra ou seu juramento	Sua palavra é sua honra. Sem honra, você não tem valor.
da:126:1	1	Ceder à sua Besta, como no frenesi	Se você não controla a si mesmo, como controlaria os outros?
da:127:1	10	Negligenciar seu dever por qualquer motivo	O dever vem primeiro.
da:127:1	9	Atos desonrosos (engano, assassinato etc.)	Sua honra é a coisa mais importante.
da:127:1	8	Tratar outrem com desrespeito	É preciso dar respeito para recebê-lo dos outros.
da:127:1	7	Comportar-se de maneira injusta	É seu dever sustentar a justiça.
da:127:1	6	Deixar de socorrer alguém	É seu dever proteger os fracos.
da:127:1	5	Tratar seu superior com desrespeito	Aos superiores deve ser dado o respeito que lhes é devido.
da:127:1	4	Colocar desejos pessoais acima do dever	Pensamentos egoístas não têm lugar no coração de um Paladino.
da:127:1	3	Deixar de responder a um desafio à sua honra	Honra e reputação são tudo.
da:127:1	2	Quebrar sua palavra	Sua palavra é sua honra. Sem honra, você não tem valor.
da:127:1	1	Quebrar um juramento solene	Juramentos de fidelidade são o que faz a sociedade civilizada.
da:127:2	10	Negligenciar seu dever por qualquer motivo	O dever vem primeiro.
da:127:2	9	Infringir a lei	Você precisa sustentar a lei a todo custo.
da:127:2	8	Tratar outrem com desrespeito	É preciso dar respeito para recebê-lo dos outros.
