# clan_weakness.tsv - the WEAKNESS of each of the 61 clans of PICKER_LIST[clan] (SPEC I148d, T970, V434b).
# T970, 184a rodada 2026-09-05. Cabecalho ASCII por convencao; o DADO nao e (V411b).
#
# nome_picker<TAB>fonte<TAB>pag<TAB>en<TAB>pt
#
# fonte: core = V20 core | lob = Lore of the Bloodlines | bh = The Black Hand | anarch = Anarchs Unbound
# pag = pagina IMPRESSA onde o paragrafo Weakness: esta (pode ser a 2a pagina do verbete).
#
# FORMA: o paragrafo `Weakness:` do verbete, VERBATIM (decisao de T970) - o texto vai para a pane
# de descricao (rolavel), nao para o box de 128px da aba Ghoul, que so mostra FAMILIA (V412d).
# Chave VERBATIM da lista (V24): `Gangrel (Marine)`, `Salubri (Wu Zao / Watchers)` (renomeados em T973).
#
# 2 verbetes SEM linha `Weakness:` rotulada, e a linha carrega a frase que o livro da no lugar:
#   Panders  - core p.431: "Panders do not have a specific weakness" + o piso de Geracao.
#   Caitiff  - o verbete (anarch p.39) e prosa; a unica mecanica e a do core p.124 (Disciplinas x6).
# Children of Osiris - core p.421: "As appropriate for the character's original Clan." (e o que o livro diz).
#
# Termos em pt seguem os que a ficha JA usa (medidos nos desc*_pt.lua e em family_weakness.tsv):
# laco de sangue, frenesi, agravado, Abraco, Perturbacao, Vigor, Autocontrole/Instintos, Forca de Vontade.
Tremere	core	69	Tremere dependency on blood is even more pronounced than that of other Kindred. It takes only two draughts of another vampire’s blood for a Tremere to become blood bound instead of the normal three — the first drink counts as if the Tremere had taken two drinks. (For more information on the blood bond, see p. 286). The elders of the Clan are well aware of this, and seek to impart loyalty to the Clan by forcing all neonate Warlocks to drink of the (transubstantiated) blood of the seven Tremere elders soon after their Embrace.	A dependência de sangue dos Tremere é ainda mais pronunciada que a dos outros Membros. Bastam dois goles do sangue de outro vampiro para um Tremere ficar sob laço de sangue, em vez dos três normais: o primeiro gole conta como se o Tremere tivesse tomado dois. (Para mais informações sobre o laço de sangue, veja a p. 286.) Os anciões do Clã sabem disso muito bem e buscam incutir lealdade ao Clã obrigando todos os Feiticeiros neófitos a beber o sangue (transubstanciado) dos sete anciões Tremere logo após o Abraço.
Tzimisce	core	71	The Tzimisce are inextricably tied to their domains of origin, and must rest in the proximity of at least two handfuls of “native soil” — earth from a place important to her as a mortal, such as the soil from her birthplace or the graveyard where she underwent her Embrace. Each night spent without this physical connection to her land limits all of the Tzimisce’s dice pools to one-half, cumulatively, until she has only a single die in her pool. The penalty remains until she rests for a full day amid her earth once more.	Os Tzimisce estão inextricavelmente ligados a seus domínios de origem e devem descansar próximos de pelo menos dois punhados de “terra natal”: terra de um lugar importante para ela quando mortal, como o solo de seu local de nascimento ou do cemitério onde recebeu o Abraço. Cada noite passada sem essa conexão física com sua terra limita todas as paradas de dados da Tzimisce à metade, cumulativamente, até que lhe reste um único dado. A penalidade permanece até que ela descanse um dia inteiro em meio à sua terra.
Ventrue	core	73	The Ventrue have rarified tastes, and they find only one specific type of mortal blood palatable and vital for them. When a player creates a Ventrue character, he should decide with the Storyteller what specific type of blood suits the character, and this choice is permanent. Blood of other types (even animals) simply offers the vampire no blood pool increase, no matter how much he consumes — he simply vomits it back up. This refined palate may be very narrow or very broad — say, the blood of younger sisters, or the blood of nude children. Vampiric blood is exempt from this restriction.	Os Ventrue têm gostos refinados e só consideram palatável e vital um tipo específico de sangue mortal. Ao criar um personagem Ventrue, o jogador deve decidir com o Narrador que tipo de sangue serve ao personagem, e essa escolha é permanente. Sangue de outros tipos (até de animais) simplesmente não aumenta a reserva de sangue do vampiro, não importa quanto ele consuma: ele apenas o vomita de volta. Esse paladar refinado pode ser muito estreito ou muito amplo, digamos, o sangue de irmãs mais novas ou o sangue de crianças nuas. Sangue vampírico está isento dessa restrição.
Baali	core	395	Baali cannot bear to look upon or handle objects of any faith. Demons must avert their gazes from such objects, and touching them burns their flesh. In addition, should a Baali run afoul of True Faith, any hindering or damage effects are doubled.	Os Baali não suportam olhar para objetos de qualquer fé nem manuseá-los. Os Demônios devem desviar o olhar de tais objetos, e tocá-los queima sua carne. Além disso, se um Baali se depara com Fé Verdadeira, quaisquer efeitos de impedimento ou dano são dobrados.
Blood Brothers	core	397	Blood Brothers cannot Embrace. If they attempt it, the mortal simply dies. In addition, the Frankensteins literally feel each other’s pain. When a Blood Brother suffers a wound penalty, all members of the circle suffer the same penalty for the next turn. If two Blood Brothers are wounded, only the greater wound penalty applies. Blood Brothers do not continually suffer these penalties unless one of them suffers a new wound.	Os Irmãos de Sangue não podem Abraçar. Se tentam, o mortal simplesmente morre. Além disso, os Frankensteins literalmente sentem a dor uns dos outros. Quando um Irmão de Sangue sofre uma penalidade de ferimento, todos os membros do círculo sofrem a mesma penalidade no turno seguinte. Se dois Irmãos de Sangue estão feridos, aplica-se apenas a maior penalidade. Os Irmãos de Sangue não sofrem essas penalidades continuamente, a menos que um deles sofra um novo ferimento.
Daughters of Cacophony	core	398	The Daughters of Cacophony hear music constantly. This might be a form of synesthesia, or it might be a hallucination. This constant song distracts the Daughters as much as it guides them. The difficulties of all their Perception rolls increase by two. No Daughter of Cacophony may have Alertness above 3 dots.	As Filhas da Cacofonia ouvem música constantemente. Pode ser uma forma de sinestesia ou uma alucinação. Essa canção constante distrai as Filhas tanto quanto as guia. As dificuldades de todos os seus testes de Percepção aumentam em dois. Nenhuma Filha da Cacofonia pode ter Prontidão acima de 3 pontos.
Harbingers of Skulls	core	403	No matter how much blood a Harbinger consumes, her skin remains deathly pale. Moreover, all Harbingers look like shriveled corpses. They have Appearance ratings of 0 and automatically fail Appearance rolls.	Não importa quanto sangue uma Arauto consuma, sua pele permanece de uma palidez mortal. Além disso, todos os Arautos parecem cadáveres ressequidos. Têm Aparência 0 e falham automaticamente em testes de Aparência.
Kiasyd	core	405	Besides their somewhat freakish appearance, Kiasyd also have an allergy to iron. Touching iron requires an immediate roll to avoid frenzy, and any weapons made from cold iron inflict aggravated damage to Kiasyd.	Além da aparência um tanto bizarra, os Kiasyd também têm alergia a ferro. Tocar ferro exige um teste imediato para evitar o frenesi, e armas feitas de ferro frio causam dano agravado aos Kiasyd.
Nagaraja	core	406	The Nagaraja require raw flesh in addition to blood to survive. For every night a Nagaraja goes without consuming flesh, he loses one cumulative die from all his Physical dice pools. Eating one point worth of flesh restores one die to these pools until the vampire has “caught up.” A human body has 10 “flesh points,” which work just like blood points: A Nagaraja consuming one flesh point increases his blood pool by one. Unlike blood points, however, taking a “flesh point” from a vessel does one health level of unsoakable lethal damage to that vessel. The flesh the Nagaraja consume must be relatively fresh, though not necessarily “alive.” Indeed, some Nagaraja keep stores of ritually preserved corpses in their havens. This weakness does not allow them to eat food or consume other liquids.	Os Nagaraja precisam de carne crua além de sangue para sobreviver. A cada noite que um Nagaraja passa sem consumir carne, perde um dado cumulativo de todas as suas paradas de dados Físicas. Comer um ponto de carne devolve um dado a essas paradas até que o vampiro tenha “se recuperado”. Um corpo humano tem 10 “pontos de carne”, que funcionam exatamente como pontos de sangue: um Nagaraja que consome um ponto de carne aumenta sua reserva de sangue em um. Ao contrário dos pontos de sangue, porém, tirar um “ponto de carne” de um recipiente causa a ele um nível de vitalidade de dano letal não absorvível. A carne consumida pelos Nagaraja deve ser relativamente fresca, embora não necessariamente “viva”. De fato, alguns Nagaraja mantêm estoques de cadáveres ritualmente preservados em seus refúgios. Essa fraqueza não lhes permite comer alimentos nem consumir outros líquidos.
Salubri	core	409	Salubri have difficulty feeding on unwilling vessels. If a Cyclops attempts it, she loses a point of Willpower.	Os Salubri têm dificuldade em se alimentar de recipientes que não consentem. Se um Ciclope tenta fazê-lo, perde um ponto de Força de Vontade.
Samedi	core	411	The Samedi, as mentioned, are putrid beyond words. Samedi characters have Appearance ratings of 0, and automatically fail Appearance rolls.	Os Samedi, como dito, são pútridos além das palavras. Personagens Samedi têm Aparência 0 e falham automaticamente em testes de Aparência.
True Brujah	core	413	True Brujah lose much of their emotional capacity when they are Embraced, and their ability for sympathy continues to deteriorate as they grow older. All Conscience and Conviction rolls are made at +2 difficulty (maximum 10), and ratings in Conscience, Conviction, Humanity, and Paths of Enlightenment cost double the normal experience costs.	Os Brujah Verdadeiros perdem grande parte de sua capacidade emocional ao serem Abraçados, e sua capacidade de empatia continua a se deteriorar à medida que envelhecem. Todos os testes de Consciência e Convicção são feitos com dificuldade +2 (máximo 10), e os valores de Consciência, Convicção, Humanidade e Trilhas de Iluminação custam o dobro dos pontos de experiência normais.
Ahrimanes	core	415	An Ahrimanes’ blood was inert. They were unable to create childer or blood bonds, and a person consuming Ahrimane blood did not become a ghoul.	O sangue de uma Ahrimane era inerte. Elas eram incapazes de criar crias ou laços de sangue, e uma pessoa que consumisse sangue Ahrimane não se tornava carniçal.
Anda	core	417	Like the Gangrel from which they were descended, Anda gained animal features from frenzying. Unlike the Gangrel, though, Anda gained such a feature once every other frenzy. However, the Anda suffered a further weakness — for each day after the third that an Anda slept within the same one-mile area, all dice pools were halved (to a minimum pool of one).	Como os Gangrel de que descendiam, os Anda ganhavam traços animais ao entrar em frenesi. Ao contrário dos Gangrel, porém, os Anda ganhavam esse traço a cada dois frenesis. No entanto, os Anda sofriam uma fraqueza adicional: a cada dia, após o terceiro, que um Anda dormisse na mesma área de uma milha, todas as paradas de dados eram reduzidas à metade (até um mínimo de um dado).
Cappadocians	core	419	As mentioned, the Cappadocians exhibited a deathly pallor, and this only worsened as the vampire grew older. Young Cappadocians were able to pass for human (though mortals that knew what to look for could pick them out easily), but elder Cappadocians showed shriveled skin and a much more withered countenance.	Como mencionado, os Capadócios exibiam uma palidez mortal, e isso só piorava conforme o vampiro envelhecia. Capadócios jovens conseguiam passar por humanos (embora mortais que soubessem o que procurar os identificassem com facilidade), mas os anciões Capadócios mostravam pele ressequida e um semblante muito mais murcho.
Lamia	core	423	The Lamia carried the “Seed of Lilith,” a wasting disease spread by their bite. Anyone the Lamia fed upon was required to make a Stamina roll (difficulty 6 for women, 8 for men). If the roll failed, the victim contracted a Black Plague-like pox that was fatal within several days. Any vampire that consumed Lamia blood became a carrier of the disease until all of the Lamia vitae had been purged from his body.	As Lamia carregavam a “Semente de Lilith”, uma doença debilitante transmitida por sua mordida. Qualquer um de quem a Lamia se alimentasse precisava fazer um teste de Vigor (dificuldade 6 para mulheres, 8 para homens). Se o teste falhasse, a vítima contraía uma peste semelhante à Peste Negra, fatal em poucos dias. Qualquer vampiro que consumisse sangue Lamia tornava-se portador da doença até que toda a vitae Lamia fosse purgada de seu corpo.
Lhiannan	core	425	The Lhiannan were part nature spirit, and the mark of their inhumanity ran strong within them. All difficulties to detect their nature via Auspex were reduced by two, and even normal humans felt vaguely uncomfortable in their presence. Additionally, any Lhiannan who left her territory became agitated — all dice pools were reduced by one die per week (to a minimum of the character’s Stamina) that she was gone. Once she re-entered her territory, her dice pools returned to normal within a few hours.	As Lhiannan eram em parte espíritos da natureza, e a marca de sua desumanidade era forte nelas. Todas as dificuldades para detectar sua natureza via Auspícios eram reduzidas em dois, e até humanos comuns sentiam-se vagamente desconfortáveis em sua presença. Além disso, qualquer Lhiannan que deixasse seu território ficava agitada: todas as paradas de dados eram reduzidas em um dado por semana de ausência (até um mínimo igual ao Vigor da personagem). Ao reentrar em seu território, suas paradas de dados voltavam ao normal em poucas horas.
Noiad	core	427	The Noiad were so intrinsically tied to the Samí and to their role as the divine protectors of the tribe that one of the legends about them came true. The Samí’s protectors, it was said, could not sup from animals, but could only take sustenance from the blood of the chosen (that is, the Samí). The Noiad, in fact, could not drink from animals, though they were capable of drinking from any mortal or Cainite, regardless of nationality or ethnicity.	Os Noiad estavam tão intrinsecamente ligados aos Samí e ao seu papel de protetores divinos da tribo que uma das lendas sobre eles se tornou verdade. Dizia-se que os protetores dos Samí não podiam beber de animais, mas só se sustentar com o sangue dos escolhidos (isto é, os Samí). Os Noiad, de fato, não podiam beber de animais, embora pudessem beber de qualquer mortal ou Cainita, independentemente de nacionalidade ou etnia.
Assamite Antitribu	core	429	Assamite antitribu have the post-curse weakness mentioned in the sidebar on the previous page. In fact, their weakness never changed, while the rest of the Clan shackled with the blood curse of the Tremere. Whenever an Assamite antitribu drinks vampire blood, the player must roll Self-Control or Instincts (difficulty 3 + the number of blood points consumed). If this roll fails, the character is addicted. Once addicted, the character will indulge in drinking Kindred blood whenever possible. When she is given the opportunity to do so, the player must roll Self-Control or Instincts (difficulty 6). If this roll fails, the character frenzies, attacks the target and drinks as much blood as she can.	Os Assamitas antitribu têm a fraqueza anterior à maldição, mencionada no quadro da página anterior. Na verdade, sua fraqueza nunca mudou, enquanto o resto do Clã foi acorrentado pela maldição de sangue dos Tremere. Sempre que um Assamita antitribu bebe sangue de vampiro, o jogador deve testar Autocontrole ou Instintos (dificuldade 3 + o número de pontos de sangue consumidos). Se o teste falha, o personagem fica viciado. Uma vez viciado, o personagem se entrega a beber sangue de Membros sempre que possível. Quando tem a oportunidade de fazê-lo, o jogador deve testar Autocontrole ou Instintos (dificuldade 6). Se o teste falha, o personagem entra em frenesi, ataca o alvo e bebe todo o sangue que consegue.
Brujah Antitribu	core	429	The bloodline has the same weakness as the main body of the Clan (p. 51): All frenzy difficulties are increased by two, to a maximum of 10. Unlike Camarilla Brujah, though, the Brutes aren’t in the least bit sensitive about their tempers. Indeed, they revel in their rage.	A linhagem tem a mesma fraqueza que o corpo principal do Clã (p. 51): todas as dificuldades de frenesi aumentam em dois, até o máximo de 10. Ao contrário dos Brujah da Camarilla, porém, os Brutos não são nem um pouco sensíveis quanto ao seu temperamento. Na verdade, deleitam-se com sua fúria.
City Gangrel	core	429	City Gangrel suffer the same weakness as the main line of the Clan (p. 55). Whenever a City Gangrel frenzies, he gains a temporary animalistic feature of some kind (which may replace an existing temporary one). The mechanical impact of such a feature is up to Storyteller discretion. City Gangrel tend to develop features reminiscent of the animals commonly found in urban environments — rats, dogs, cats, pigeons, and even insects.	Os Gangrel Urbanos sofrem a mesma fraqueza que a linha principal do Clã (p. 55). Sempre que um Gangrel Urbano entra em frenesi, ganha um traço animalesco temporário de algum tipo (que pode substituir um temporário já existente). O impacto mecânico desse traço fica a critério do Narrador. Os Gangrel Urbanos tendem a desenvolver traços que lembram animais comuns em ambientes urbanos: ratos, cães, gatos, pombos e até insetos.
Country Gangrel	core	430	The Hunters have the same weakness as their non-Sabbat counterparts (p. 55). Each time a Country Gangrel frenzies, he gains a temporary animalistic feature, which may replace an existing temporary one. The mechanical impact of such a feature is up to Storyteller discretion.	Os Caçadores têm a mesma fraqueza que seus equivalentes fora do Sabá (p. 55). Cada vez que um Gangrel Rural entra em frenesi, ganha um traço animalesco temporário, que pode substituir um temporário já existente. O impacto mecânico desse traço fica a critério do Narrador.
Malkavian Antitribu	core	430	Like all Malkavians (p. 61), the Freaks are completely insane. At character creation, the player must choose a derangement that the character can never overcome.	Como todos os Malkavianos (p. 61), os Aberrações são completamente insanos. Na criação do personagem, o jogador deve escolher uma Perturbação que o personagem nunca poderá superar.
Nosferatu Antitribu	core	431	Sabbat Nosferatu are just as hideous as their Camarilla counterparts, and suffer the same weakness (p. 63): they all have an Appearance score of zero, and they may never improve it.	Os Nosferatu do Sabá são tão hediondos quanto seus equivalentes da Camarilla e sofrem a mesma fraqueza (p. 63): todos têm Aparência zero e nunca podem melhorá-la.
Ravnos Antitribu	core	431	Each Ravnos antitribu, just like their parent Clan (p. 65), has a penchant for some sort of vice — breaking taboos is hard-wired into the Rogues just as it is into the Ravnos proper. When presented with the opportunity to engage in that vice, the Rogue must indulge it unless her player succeeds on a Self-Control or Instincts roll (difficulty 6).	Cada Ravnos antitribu, assim como seu Clã de origem (p. 65), tem uma queda por algum tipo de vício: quebrar tabus está gravado nos Trapaceiros tanto quanto nos Ravnos propriamente ditos. Diante da oportunidade de se entregar a esse vício, o Trapaceiro deve ceder, a menos que seu jogador tenha sucesso num teste de Autocontrole ou Instintos (dificuldade 6).
Salubri Antitribu	core	432	Unlike their nonviolent brethren, Sabbat Salubri must consume blood taken by force, preferably in the heat of battle. Unless the vampire feeds on blood from a fallen foe or fights his target before feeding, the Vitae offers no nourishment. In addition, Salubri antitribu cannot start lower than Tenth Generation or higher than Twelfth, as their blood has yet to spread across a wider spectrum than that.	Ao contrário de seus irmãos pacíficos, os Salubri do Sabá devem consumir sangue tomado à força, de preferência no calor da batalha. A menos que o vampiro se alimente do sangue de um inimigo caído ou lute com o alvo antes de se alimentar, a Vitae não o nutre. Além disso, os Salubri antitribu não podem começar abaixo da Décima Geração nem acima da Décima Segunda, pois seu sangue ainda não se espalhou por um espectro mais amplo.
Serpents of the Light	core	432	The Serpents of the Light, despite the name, are just as vulnerable to bright illumination as their parent Clan (p. 53). They suffer two additional health levels of damage from sunlight, and a one-die penalty to all rolls when subject to bright light of any kind.	As Serpentes da Luz, apesar do nome, são tão vulneráveis à iluminação intensa quanto seu Clã de origem (p. 53). Sofrem dois níveis de vitalidade adicionais de dano da luz do sol e uma penalidade de um dado em todos os testes quando sujeitas a luz forte de qualquer tipo.
Toreador Antitribu	core	432	Over time, the propensity for the Toreador to become fascinated by beauty has twisted itself into a perverse need for cruelty. When faced with an opportunity to inflict emotional or physical pain — a captive that might be tortured, or a protégé whose ambitions might be squashed — the Toreador antitribu’s player must make a Self-Control or Instinct roll (difficulty 6), or spend a Willpower point. If the roll fails, the character must indulge in her savage desires.	Com o tempo, a propensão dos Toreador a se fascinar pela beleza distorceu-se numa necessidade perversa de crueldade. Diante de uma oportunidade de infligir dor emocional ou física (um cativo que possa ser torturado ou um protegido cujas ambições possam ser esmagadas), o jogador do Toreador antitribu deve fazer um teste de Autocontrole ou Instintos (dificuldade 6) ou gastar um ponto de Força de Vontade. Se o teste falha, o personagem deve se entregar aos seus desejos selvagens.
Tremere Antitribu	core	433	The Tremere antitribu were all immediately recognizable as traitors to Camarilla Warlocks. The mark wasn’t a physical disfigurement, but a change to the character’s very presence. This wasn’t a weakness that carries an immediate mechanical disadvantage, but once identified, the Tremere antitribu could expect to be hunted down and burned as soon as the Tremere can possibly manage it. They were also still susceptible to the power of the blood, gaining a +1 to all Vinculum rolls. In addition, Tremere antitribu were barred from taking leadership roles in the Sabbat.	Os Tremere antitribu eram todos imediatamente reconhecíveis como traidores pelos Feiticeiros da Camarilla. A marca não era uma desfiguração física, mas uma mudança na própria presença do personagem. Não era uma fraqueza com desvantagem mecânica imediata, mas, uma vez identificado, o Tremere antitribu podia esperar ser caçado e queimado assim que os Tremere conseguissem. Também continuavam suscetíveis ao poder do sangue, recebendo +1 em todos os testes de Vinculum. Além disso, os Tremere antitribu eram proibidos de assumir cargos de liderança no Sabá.
Assamite Sorcerers	core	434	The line as a whole has practiced the art for so long that it permeates their blood, making each individual sorcerer stand out like a beacon to anyone with supernatural perception. Any use of a supernatural power on a sorcerer for purposes of perception enjoys a -2 difficulty. Additionally, attempts to penetrate a sorcerer’s supernatural concealment using an opposed power are considered to operate one level higher than normal (so a character with Auspex 2 trying to penetrate a sorcerer’s Obfuscate has an effective Auspex of 3).	A linhagem como um todo pratica a arte há tanto tempo que ela permeia seu sangue, fazendo cada feiticeiro se destacar como um farol para qualquer um com percepção sobrenatural. Qualquer uso de um poder sobrenatural sobre um feiticeiro com o propósito de percepção tem dificuldade -2. Além disso, tentativas de penetrar a ocultação sobrenatural de um feiticeiro com um poder oposto são consideradas um nível acima do normal (assim, um personagem com Auspícios 2 tentando penetrar a Ofuscação de um feiticeiro tem Auspícios efetivo 3).
